nombre,precio,categoria
PRECIOS GARANTIZADOS,Precio no disponible,Wala
RUTA DEL AHORRO,Precio no disponible,Wala
Nuestras Marcas>>Wala,Precio no disponible,Wala
googleplay,Precio no disponible,Wala
Grupo Ramos,Precio no disponible,Wala
Cloro Zerca Gl,$123456,Zerca
Lavaplatos Zerca Limón 1 Gl,$123456,Zerca
PAPEL TOALLA ZERCA 136 HOJAS,$123456,Zerca
Espaguetis Zerca 400 G,$123456,Zerca
MAIZ DULCE ZERCA 425 GR,$123456,Zerca
Cloro Zerca 1/2 Gl,$123456,Zerca
Funda Zerca Cocina Negra Paq 15 Uds,$123456,Zerca
Lavaplatos Zerca Limón 720 Ml,$123456,Zerca
Lavaplatos Limón Zerca 1/2 Gl,$123456,Zerca
Desinfectante Zerca Marina 1 Gl,$123456,Zerca
Pan De Viga Mediana Zerca 745g,$123456,Zerca
BACALAO ZERCA 8 OZ,$123456,Zerca
FUNDA JARDIN ZERCA NEGRA PAQ 10 UN,$123456,Zerca
Coditos Zerca Peq 400 Gr,$123456,Zerca
ATÚN ZERCA DESMENUZADO EN ACEITE 170 GR,$123456,Zerca
MADRES ALIMENTACION,Precio no disponible,Zerca
PRECIOS GARANTIZADOS,Precio no disponible,Zerca
RUTA DEL AHORRO,Precio no disponible,Zerca
Nuestras Marcas>>Zerca,Precio no disponible,Zerca
googleplay,Precio no disponible,Zerca
Grupo Ramos,Precio no disponible,Zerca
Filete de pechuga pollo cibao lb,$123456,Alimentación
pan de agua Buenhorno  10/1,$123456,Alimentación
Huevos Grandes Wala 30/1,$123456,Alimentación
café santo domingo molido 1 lb,$123456,Alimentación
Pollo fresco Cibao empacado lb,Precio no disponible,Alimentación
jamón Caserio pechuga de pavo lb. (rebanado),Precio no disponible,Alimentación
leche rica listamilk 1 lt,$123456,Alimentación
caldo de gallina doña gallina 12 uds,$123456,Alimentación
Queso mozzarella Arla danesa lb,Precio no disponible,Alimentación
leche rica la vaquita 1 lt,$123456,Alimentación
pan lumijor integral familiar gourmet.,$123456,Alimentación
Queso mozzarella Sorrento rebanado lb,Precio no disponible,Alimentación
GALLETAS DULCES OREO REGULAR 12 UND,$123456,Alimentación
café santo domingo molido 1/2 lb,$123456,Alimentación
Leche evaporada carnation 312 g,$123456,Alimentación
MADRES ALIMENTACION,Precio no disponible,Alimentación
PRECIOS GARANTIZADOS,Precio no disponible,Alimentación
RUTA DEL AHORRO,Precio no disponible,Alimentación
Alimentación,Precio no disponible,Alimentación
googleplay,Precio no disponible,Alimentación
Grupo Ramos,Precio no disponible,Alimentación
Filete de pechuga pollo cibao lb,$123456,Carnes
Pollo fresco Cibao empacado lb,Precio no disponible,Carnes
Muslo entero de pollo Cibao lb,Precio no disponible,Carnes
salchicha emilios jumbo hot dog original 8/1,$123456,Carnes
Chuleta de cerdo importada lb.,Precio no disponible,Carnes
CARNE MOLIDA SUPER ESPECIAL 90/10 LB,Precio no disponible,Carnes
tocineta induveca rebanada 8 oz,$123456,Carnes
Higado De Pollo Frescos Cibao Lb.,Precio no disponible,Carnes
Tocineta Rebanada Chef Paq 8 Oz.,$123456,Carnes
salchichas jaja estilo vienna 5 oz,$123456,Carnes
Pechuga con hueso Cibao fresco lb (ver mínimo),Precio no disponible,Carnes
Lomo de cerdo importado lb.,Precio no disponible,Carnes
Pollo Congelado Cibao Lb.,Precio no disponible,Carnes
Filete de Cerdo Importado Lb.,Precio no disponible,Carnes
Salchicha Desayuno lb.,Precio no disponible,Carnes
MADRES ALIMENTACION,Precio no disponible,Carnes
PRECIOS GARANTIZADOS,Precio no disponible,Carnes
RUTA DEL AHORRO,Precio no disponible,Carnes
Alimentación>>Carnes,Precio no disponible,Carnes
googleplay,Precio no disponible,Carnes
Grupo Ramos,Precio no disponible,Carnes
PAPAS FRITAS AVIKO 1KG,$123456,Congelados
FRESAS WALA CONGELADAS 1 LB,$123456,Congelados
croquetas de pollo congeladas vima 450 gr.,$123456,Congelados
PAPAS FRITAS WALA CONGELADAS  2.5 LBS/1KG,$123456,Congelados
FRESAS WALA CONGELADAS 4 LBS,$123456,Congelados
Papa Aviko Original 450 Gr,$123456,Congelados
Masa P/Empanadas Sussi Natura.,$123456,Congelados
Empanadas Yuharin de Yuca rellena de queso 14 oz.,$123456,Congelados
Tequeños Ponlebu 12 uds.,$123456,Congelados
Papas Mccain Golden Long 750 G,$123456,Congelados
croquetas de chorizo vima 500 gr.,$123456,Congelados
Pan de Bonos buenhorno Mini congelado 12 uds.,$123456,Congelados
PAPAS FRITAS WALA CONGELADAS 5.5LBS/2.5K,$123456,Congelados
Papas Mccain Mediterranean 750 G,$123456,Congelados
Mini empanadas de queso Yuharin 21 uds.,$123456,Congelados
MADRES ALIMENTACION,Precio no disponible,Congelados
PRECIOS GARANTIZADOS,Precio no disponible,Congelados
RUTA DEL AHORRO,Precio no disponible,Congelados
Alimentación>>Congelados,Precio no disponible,Congelados
googleplay,Precio no disponible,Congelados
Grupo Ramos,Precio no disponible,Congelados
jamón Caserio pechuga de pavo lb. (rebanado),$123456,Deli
Queso mozzarella Arla danesa lb,Precio no disponible,Deli
Queso mozzarella Sorrento rebanado lb,Precio no disponible,Deli
salami induveca super especial 1.47 Lb,$123456,Deli
Queso cheddar Michel lb (rebanado),Precio no disponible,Deli
jamón caserio cocido lb.,Precio no disponible,Deli
QUESO MOZZARELLA WALA LONJA,Precio no disponible,Deli
queso de freir yokesso induveca lb,Precio no disponible,Deli
Salami Induveca Super Especial 2.22 Lb.,$123456,Deli
cream cheese philadelphia original 8 oz (tarro),$123456,Deli
Queso cheddar Yokesso importado lb,Precio no disponible,Deli
queso crema michel lb,Precio no disponible,Deli
queso mozzarella rallado kraft 8 oz,$123456,Deli
Jamón pre-empacado Caserio Cocido 0.5 lb,$123456,Deli
Salami del Artesano Extra Premium 1 Lb.,$123456,Deli
MADRES ALIMENTACION,Precio no disponible,Deli
PRECIOS GARANTIZADOS,Precio no disponible,Deli
RUTA DEL AHORRO,Precio no disponible,Deli
Alimentación>>Deli,Precio no disponible,Deli
googleplay,Precio no disponible,Deli
Grupo Ramos,Precio no disponible,Deli
café santo domingo molido 1 lb,$123456,Despensa
caldo de gallina doña gallina 12 uds,$123456,Despensa
café santo domingo molido 1/2 lb,$123456,Despensa
chocolate embajador 10/1 260 gr,$123456,Despensa
arroz la garza 10 lbs,$123456,Despensa
maíz dulce la famosa 8 oz,$123456,Despensa
ARROZ PREMIUM CAMPOS 10 LB,$123456,Despensa
aceite crisol canola mas 64 oz,$123456,Despensa
spaguettis princesa 400g,$123456,Despensa
mayonesa baldom 16 oz,$123456,Despensa
habichuelas rojas giselle 800 gr.,$123456,Despensa
maíz dulce la famosa 15 oz,$123456,Despensa
Avena Quaker instantánea NUTREMAS 650g,$123456,Despensa
harina de trigo blanquita 2 lb,$123456,Despensa
Aceite Crisol Soya 64 Oz,$123456,Despensa
MADRES ALIMENTACION,Precio no disponible,Despensa
PRECIOS GARANTIZADOS,Precio no disponible,Despensa
RUTA DEL AHORRO,Precio no disponible,Despensa
Alimentación>>Despensa,Precio no disponible,Despensa
googleplay,Precio no disponible,Despensa
Grupo Ramos,Precio no disponible,Despensa
GALLETAS DULCES OREO REGULAR 12 UND,$123456,Galletas y Dulces
galletas de soda hatuey regular 20 unds,$123456,Galletas y Dulces
galletas club social saladas 234 gr.,$123456,Galletas y Dulces
galletas saladitas guarina 12 uds.,$123456,Galletas y Dulces
galletas de soda aviva 20/1,$123456,Galletas y Dulces
galletas de soda hatuey regular 11.8 oz.,$123456,Galletas y Dulces
galletas saladas club max guarina 9 uds.,$123456,Galletas y Dulces
galletas guarina de leche 1.59 oz,$123456,Galletas y Dulces
galletas saladas ritz con queso 12 uds.,$123456,Galletas y Dulces
galletas club social saladas integral 234 gr.,$123456,Galletas y Dulces
GALLETAS SALADAS RITZ ORIGINA 12 UND,$123456,Galletas y Dulces
galletas princesa club 9 uds,$123456,Galletas y Dulces
galletas de soda aviva 9 uds.,$123456,Galletas y Dulces
galletas de soda aviva multicereal con miel 9 uds.,$123456,Galletas y Dulces
gelatina royal fresa 40g,$123456,Galletas y Dulces
MADRES ALIMENTACION,Precio no disponible,Galletas y Dulces
PRECIOS GARANTIZADOS,Precio no disponible,Galletas y Dulces
RUTA DEL AHORRO,Precio no disponible,Galletas y Dulces
Alimentación>>Galletas y Dulces,Precio no disponible,Galletas y Dulces
googleplay,Precio no disponible,Galletas y Dulces
Grupo Ramos,Precio no disponible,Galletas y Dulces
Huevos Grandes Wala 30/1,$123456,Lácteos y Huevos
leche rica listamilk 1 lt,$123456,Lácteos y Huevos
leche rica la vaquita 1 lt,$123456,Lácteos y Huevos
Leche evaporada carnation 312 g,$123456,Lácteos y Huevos
Leche Evaporada carnation UHT 290 ml,$123456,Lácteos y Huevos
Huevos endy extra grande 30 uds,$123456,Lácteos y Huevos
Mantequilla Sosua pasteurizada 1 lb.,$123456,Lácteos y Huevos
LECHE EVAPORADA WALA 377GR,$123456,Lácteos y Huevos
leche rica semidescremada sin lactosa 2% grasa 1 lt,$123456,Lácteos y Huevos
LECHE CONDENSADA LA LECHERA LATA 403 GR,$123456,Lácteos y Huevos
leche evaporada rica UHT 350 ml,$123456,Lácteos y Huevos
huevos don papito grandes 30 uds.,$123456,Lácteos y Huevos
crema de leche nestle 300 g.,$123456,Lácteos y Huevos
Huevos Endy Marrones 30 uds,$123456,Lácteos y Huevos
choco rica 200 ml,$123456,Lácteos y Huevos
MADRES ALIMENTACION,Precio no disponible,Lácteos y Huevos
PRECIOS GARANTIZADOS,Precio no disponible,Lácteos y Huevos
RUTA DEL AHORRO,Precio no disponible,Lácteos y Huevos
Alimentación>>Lácteos y Huevos,Precio no disponible,Lácteos y Huevos
googleplay,Precio no disponible,Lácteos y Huevos
Grupo Ramos,Precio no disponible,Lácteos y Huevos
salsa tostitos queso 425.2 gr,$123456,Listos para Comer
salsa tostitos mild 439.9 gr,$123456,Listos para Comer
Pollo Rostizado Und,$123456,Listos para Comer
salsa medium tostitos 439.4 gr,$123456,Listos para Comer
Pollo Rostizado Limón Pimienta Und,$123456,Listos para Comer
WRAP JAMON Y QUESO UN,$123456,Listos para Comer
SANDWICH ENSALADA POLLO,$123456,Listos para Comer
Pollo Rostizado Romero Mantequilla Und,$123456,Listos para Comer
WRAP PASTRAMI UN,$123456,Listos para Comer
SANDWICH JAMON Y QUESO FRIO,$123456,Listos para Comer
BAGEL ENSALADA DE POLLO,$123456,Listos para Comer
BAGEL ITALIANO,$123456,Listos para Comer
DIP ODYSSEY TZATZIKI CUCUMBER 12 OZ,$123456,Listos para Comer
Guacamole Luv suave 7 Oz.,$123456,Listos para Comer
ENSALADA CESAR GG,$123456,Listos para Comer
MADRES ALIMENTACION,Precio no disponible,Listos para Comer
PRECIOS GARANTIZADOS,Precio no disponible,Listos para Comer
RUTA DEL AHORRO,Precio no disponible,Listos para Comer
Alimentación>>Listos para Comer,Precio no disponible,Listos para Comer
googleplay,Precio no disponible,Listos para Comer
Grupo Ramos,Precio no disponible,Listos para Comer
pan de agua Buenhorno  10/1,$123456,Panadería y Repostería
pan lumijor integral familiar gourmet.,$123456,Panadería y Repostería
pan sobao Buenhorno 10/1,$123456,Panadería y Repostería
pan lumijor mediano.,$123456,Panadería y Repostería
pan lumijor hot dog jumbo 8 uds.,$123456,Panadería y Repostería
Pan Lumijor Integral personal Gourmet.,$123456,Panadería y Repostería
Pan Blanco Wala Viga Med 820 G,$123456,Panadería y Repostería
pan lumijor club viga gigante.,$123456,Panadería y Repostería
pan de hamburguesa lumijor jumbo 8/1,$123456,Panadería y Repostería
Pan Lumijor pita integral 6 uds.,$123456,Panadería y Repostería
pan viga natures own pan de mantequilla 20 oz.,$123456,Panadería y Repostería
pan bolin hot dog 8/1,$123456,Panadería y Repostería
Pan Lumijor sandwich pequeño.,$123456,Panadería y Repostería
croissants artesanal BUENHORNO 6 uds.,$123456,Panadería y Repostería
Pan Frances Parisino Buenhorno und,$123456,Panadería y Repostería
MADRES ALIMENTACION,Precio no disponible,Panadería y Repostería
PRECIOS GARANTIZADOS,Precio no disponible,Panadería y Repostería
RUTA DEL AHORRO,Precio no disponible,Panadería y Repostería
Alimentación>>Panadería y Repostería,Precio no disponible,Panadería y Repostería
googleplay,Precio no disponible,Panadería y Repostería
Grupo Ramos,Precio no disponible,Panadería y Repostería
bacalao noruego lb,$123456,Pescados y Mariscos
BACALAO ZERCA 8 OZ,$123456,Pescados y Mariscos
Filete De Salmón Gourmar 7 Oz.,$580.00,Pescados y Mariscos
Bacalao Wala 16 Oz,$123456,Pescados y Mariscos
COLA DE CAMARÓN WALA 51-60 16 OZ,$123456,Pescados y Mariscos
FILETE DE BASA ZERCA 32 OZ,$123456,Pescados y Mariscos
Carite congelado lb,Precio no disponible,Pescados y Mariscos
CAMARÓN CRUDO WALA 16/20,$123456,Pescados y Mariscos
Bacalao Wala 12 Oz,$123456,Pescados y Mariscos
Mariscada mixta Lb,Precio no disponible,Pescados y Mariscos
salmón ahumado Gourmar 3 oz,$123456,Pescados y Mariscos
Filete De Chillo Perca Lb,Precio no disponible,Pescados y Mariscos
merluza para rodajas lb,Precio no disponible,Pescados y Mariscos
Bacalao Noruego Grado A Lb.,Precio no disponible,Pescados y Mariscos
COLA DE CAMARÓN WALA 41-50 16 OZ,$123456,Pescados y Mariscos
MADRES ALIMENTACION,Precio no disponible,Pescados y Mariscos
PRECIOS GARANTIZADOS,Precio no disponible,Pescados y Mariscos
RUTA DEL AHORRO,Precio no disponible,Pescados y Mariscos
Alimentación>>Pescados y Mariscos,Precio no disponible,Pescados y Mariscos
googleplay,Precio no disponible,Pescados y Mariscos
Grupo Ramos,Precio no disponible,Pescados y Mariscos
tortillas maria trigo 10/1,$123456,Picaderas
tortillas maria trigo  8/1,$123456,Picaderas
pasas ligo sin semilla 1 oz,$123456,Picaderas
pasas ligo sin semilla 250 gr,$123456,Picaderas
tortillas maria taco duro 10/1,$123456,Picaderas
casabe buren premium 385 grs,$123456,Picaderas
maíz para palomitas giselle 400 gr.,$123456,Picaderas
multipack frito lay recreologia 382 Gr,$123456,Picaderas
cheetos puffs 9 oz,$123456,Picaderas
platanitos sal frito lay peq  52 gr,$123456,Picaderas
tortilla Fajitas La real 20 uds.,$123456,Picaderas
palomitas de maíz act II mantequilla 3/1.,$123456,Picaderas
TOSTADA LA REAL MAÍZ S/GLUTEN 24/1,$123456,Picaderas
multipack frito lay lonchera 18/1,$123456,Picaderas
tortillas maria trigo para burrito 5/1,$123456,Picaderas
MADRES ALIMENTACION,Precio no disponible,Picaderas
PRECIOS GARANTIZADOS,Precio no disponible,Picaderas
RUTA DEL AHORRO,Precio no disponible,Picaderas
Alimentación>>Picaderas,Precio no disponible,Picaderas
googleplay,Precio no disponible,Picaderas
Grupo Ramos,Precio no disponible,Picaderas
Limón persa Lb,$123456,Frutas y Vegetales
Cebolla roja criolla Lb,Precio no disponible,Frutas y Vegetales
Ají morrón rojo Lb,Precio no disponible,Frutas y Vegetales
Guineo maduro Lb,Precio no disponible,Frutas y Vegetales
Tomate bugalu Lb,Precio no disponible,Frutas y Vegetales
zanahoria fresca Lb,Precio no disponible,Frutas y Vegetales
papas selectas (malla 5 lbs),$123456,Frutas y Vegetales
Ají cubanela lb,Precio no disponible,Frutas y Vegetales
Guineo verde Lb,Precio no disponible,Frutas y Vegetales
Cilantrico X paquete.,$123456,Frutas y Vegetales
Brocoli fresco Lb,Precio no disponible,Frutas y Vegetales
Aguacate criollo x unidad,$123456,Frutas y Vegetales
Cebolla amarilla Lb,Precio no disponible,Frutas y Vegetales
Lechuga repollada paquete Lb,Precio no disponible,Frutas y Vegetales
Piña x unidad,$123456,Frutas y Vegetales
MADRES ALIMENTACION,Precio no disponible,Frutas y Vegetales
PRECIOS GARANTIZADOS,Precio no disponible,Frutas y Vegetales
RUTA DEL AHORRO,Precio no disponible,Frutas y Vegetales
Frutas y Vegetales,Precio no disponible,Frutas y Vegetales
googleplay,Precio no disponible,Frutas y Vegetales
Grupo Ramos,Precio no disponible,Frutas y Vegetales
FRESAS WALA CONGELADAS 1 LB,$123456,Frutas Congeladas
Fresas Congeladas Arroyo Frio 1.5 Lb.,$123456,Frutas Congeladas
Fresas congeladas Pisca 2 Lb.,$123456,Frutas Congeladas
FRESAS WALA CONGELADAS 4 LBS,$123456,Frutas Congeladas
Fresa Congelada Vima 1 Kg,$123456,Frutas Congeladas
FRESAS CONGELADAS VIMA 1LB,$123456,Frutas Congeladas
Fresas congeladas arroyo Frio 4 Lb.,$685.00,Frutas Congeladas
kiwi congelado vima 450 gr.,$123456,Frutas Congeladas
moras congeladas vima 450 gr.,$123456,Frutas Congeladas
Fresas congeladas Pisca 4 Lb.,$565.00,Frutas Congeladas
Vegetales Mixtos Pictsweet 12 Oz,$123456,Frutas Congeladas
Berry Chiquita Medly 4way 12 Oz,$500.00,Frutas Congeladas
Moras Congeladas Don Papito 450 Gr,$123456,Frutas Congeladas
Pasta De Guayaba Goya Celofan 14 Oz,$123456,Frutas Congeladas
FRUTAS VIMA SMOOTHIES DELIGHTFUL 450 G,$123456,Frutas Congeladas
MADRES ALIMENTACION,Precio no disponible,Frutas Congeladas
PRECIOS GARANTIZADOS,Precio no disponible,Frutas Congeladas
RUTA DEL AHORRO,Precio no disponible,Frutas Congeladas
Frutas y Vegetales>>Frutas Congeladas,Precio no disponible,Frutas Congeladas
googleplay,Precio no disponible,Frutas Congeladas
Grupo Ramos,Precio no disponible,Frutas Congeladas
Limón persa Lb,$123456,Frutas Frescas
Guineo maduro Lb,Precio no disponible,Frutas Frescas
Piña x unidad,$123456,Frutas Frescas
lechosa entera Lb,Precio no disponible,Frutas Frescas
mandarinas importadas Lb,Precio no disponible,Frutas Frescas
uvas verdes sin semilla Lb,Precio no disponible,Frutas Frescas
Manzana verde Lb,Precio no disponible,Frutas Frescas
Naranjas navel importadas Lb,Precio no disponible,Frutas Frescas
Manzana roja Lb,Precio no disponible,Frutas Frescas
uva roja red globes paquete Lb,Precio no disponible,Frutas Frescas
Chinola Lb,Precio no disponible,Frutas Frescas
Peras verdes Lb,Precio no disponible,Frutas Frescas
manzana fuji Lb,Precio no disponible,Frutas Frescas
Sandia fresca Lb,Precio no disponible,Frutas Frescas
Melón cantaloupe x unidad,$123456,Frutas Frescas
MADRES ALIMENTACION,Precio no disponible,Frutas Frescas
PRECIOS GARANTIZADOS,Precio no disponible,Frutas Frescas
RUTA DEL AHORRO,Precio no disponible,Frutas Frescas
Frutas y Vegetales>>Frutas Frescas,Precio no disponible,Frutas Frescas
googleplay,Precio no disponible,Frutas Frescas
Grupo Ramos,Precio no disponible,Frutas Frescas
Bastoncitos Distelca Cepa Apio Cong 1 Lb,$123456,Vegetales Congelados
Bastoncitos Yuca Distelca Foods Cong 1 lb,$123456,Vegetales Congelados
ESPINACAS CONGELADAS VIMA 450 GR,$123456,Vegetales Congelados
TOSTONES DISTELCA FOODS DE CEPA DE APIO,$123456,Vegetales Congelados
mixed vegetables pictsweet 28 Oz.,$123456,Vegetales Congelados
Esparragos Vima Trig Congelados 450 Gr.,$123456,Vegetales Congelados
PALITOS DE YUCAS 2.2 MCCAIN LB,$123456,Vegetales Congelados
Broccoli Pictsweet Cuts 12 Oz,$123456,Vegetales Congelados
Peas Verde Pictsweet 12 Oz,$123456,Vegetales Congelados
Arroz De Coliflor Green 1 lb,$123456,Vegetales Congelados
Vegetales Pictsweet California Blend 28,$123456,Vegetales Congelados
REPOLLO PORCIONADO UND (GR),Precio no disponible,Vegetales Congelados
PAPAS MCCAIN TRADITION MAXI 2.5 KG,$123456,Vegetales Congelados
Spinach Pictsweet Cut Leaf 12 Oz,$123456,Vegetales Congelados
CROQUETA YUCAS MCCAIN MINI 2.2 G,$123456,Vegetales Congelados
